"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,READM-30-PN-HRRP,270,,1.0468,19.1819,18.3247,55,07/01/2020,06/30/2023
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,READM-30-HIP-KNEE-HRRP,N/A,,0.9400,7.3090,7.7754,Too Few to Report,07/01/2020,06/30/2023
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,READM-30-HF-HRRP,626,,0.9060,18.8465,20.8021,111,07/01/2020,06/30/2023
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,READM-30-COPD-HRRP,95,,1.0703,24.6891,23.0666,28,07/01/2020,06/30/2023
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,READM-30-CABG-HRRP,255,,0.9743,10.1376,10.4049,25,07/01/2020,06/30/2023
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,READM-30-AMI-HRRP,359,,1.1134,14.1688,12.7262,56,07/01/2020,06/30/2023
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,READM-30-HIP-KNEE-HRRP,N/A,,1.0072,4.2026,4.1727,Too Few to Report,07/01/2020,06/30/2023
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,READM-30-PN-HRRP,280,,1.0657,17.0366,15.9864,52,07/01/2020,06/30/2023
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,READM-30-HF-HRRP,343,,1.1982,24.4355,20.3930,97,07/01/2020,06/30/2023
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,READM-30-COPD-HRRP,162,,0.9840,18.5164,18.8165,29,07/01/2020,06/30/2023
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,READM-30-AMI-HRRP,87,,0.9921,13.0741,13.1781,11,07/01/2020,06/30/2023
WATAUGA MEDICAL CENTER,340051,NC,READM-30-PN-HRRP,126,,1.0318,15.8067,15.3191,22,07/01/2020,06/30/2023
WATAUGA MEDICAL CENTER,340051,NC,READM-30-HIP-KNEE-HRRP,N/A,,1.0704,5.3833,5.0294,Too Few to Report,07/01/2020,06/30/2023
WATAUGA MEDICAL CENTER,340051,NC,READM-30-HF-HRRP,167,,1.0322,20.2143,19.5833,36,07/01/2020,06/30/2023
WATAUGA MEDICAL CENTER,340051,NC,READM-30-COPD-HRRP,N/A,,0.9324,16.2796,17.4590,Too Few to Report,07/01/2020,06/30/2023
WATAUGA MEDICAL CENTER,340051,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
WATAUGA MEDICAL CENTER,340051,NC,READM-30-AMI-HRRP,120,,1.0617,12.6545,11.9194,18,07/01/2020,06/30/2023
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,READM-30-PN-HRRP,248,,1.0608,17.7257,16.7090,48,07/01/2020,06/30/2023
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,READM-30-HIP-KNEE-HRRP,780,,0.8173,3.9186,4.7942,28,07/01/2020,06/30/2023
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,READM-30-HF-HRRP,396,,1.0174,20.9019,20.5448,84,07/01/2020,06/30/2023
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,READM-30-COPD-HRRP,103,,0.9983,19.5235,19.5576,20,07/01/2020,06/30/2023
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,READM-30-CABG-HRRP,173,,0.9048,8.2031,9.0667,11,07/01/2020,06/30/2023
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,READM-30-AMI-HRRP,247,,1.0245,14.9099,14.5534,38,07/01/2020,06/30/2023
UNC ROCKINGHAM,340060,NC,READM-30-PN-HRRP,N/A,,1.0068,14.4702,14.3721,Too Few to Report,07/01/2020,06/30/2023
UNC ROCKINGHAM,340060,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
UNC ROCKINGHAM,340060,NC,READM-30-HF-HRRP,73,,1.0176,16.2108,15.9306,13,07/01/2020,06/30/2023
UNC ROCKINGHAM,340060,NC,READM-30-COPD-HRRP,N/A,,1.0090,15.6335,15.4945,Too Few to Report,07/01/2020,06/30/2023
UNC ROCKINGHAM,340060,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
UNC ROCKINGHAM,340060,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
UNC HOSPITALS,340061,NC,READM-30-PN-HRRP,367,,0.9487,14.8519,15.6546,51,07/01/2020,06/30/2023
UNC HOSPITALS,340061,NC,READM-30-HIP-KNEE-HRRP,195,,1.2064,4.9325,4.0886,12,07/01/2020,06/30/2023
UNC HOSPITALS,340061,NC,READM-30-HF-HRRP,458,,0.9046,18.1243,20.0366,76,07/01/2020,06/30/2023
UNC HOSPITALS,340061,NC,READM-30-COPD-HRRP,100,,1.0011,18.9305,18.9094,19,07/01/2020,06/30/2023
UNC HOSPITALS,340061,NC,READM-30-CABG-HRRP,N/A,,0.9609,9.1082,9.4792,Too Few to Report,07/01/2020,06/30/2023
UNC HOSPITALS,340061,NC,READM-30-AMI-HRRP,201,,0.9627,12.3371,12.8151,23,07/01/2020,06/30/2023
WILKES REGIONAL MEDICAL CENTER,340064,NC,READM-30-PN-HRRP,75,,1.0539,15.3607,14.5746,15,07/01/2020,06/30/2023
WILKES REGIONAL MEDICAL CENTER,340064,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
WILKES REGIONAL MEDICAL CENTER,340064,NC,READM-30-HF-HRRP,101,,0.9046,17.8521,19.7355,11,07/01/2020,06/30/2023
WILKES REGIONAL MEDICAL CENTER,340064,NC,READM-30-COPD-HRRP,54,,1.0293,18.9128,18.3750,12,07/01/2020,06/30/2023
WILKES REGIONAL MEDICAL CENTER,340064,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
WILKES REGIONAL MEDICAL CENTER,340064,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,READM-30-PN-HRRP,129,,0.9840,16.3497,16.6158,20,07/01/2020,06/30/2023
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,READM-30-HIP-KNEE-HRRP,N/A,,1.2092,5.3947,4.4612,Too Few to Report,07/01/2020,06/30/2023
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,READM-30-HF-HRRP,142,,1.0765,22.9873,21.3536,38,07/01/2020,06/30/2023
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,READM-30-COPD-HRRP,102,,1.0225,18.2872,17.8853,20,07/01/2020,06/30/2023
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
"WAKEMED, RALEIGH CAMPUS",340069,NC,READM-30-PN-HRRP,668,,0.9317,13.8711,14.8884,88,07/01/2020,06/30/2023
"WAKEMED, RALEIGH CAMPUS",340069,NC,READM-30-HIP-KNEE-HRRP,N/A,,0.9463,5.0320,5.3174,Too Few to Report,07/01/2020,06/30/2023
"WAKEMED, RALEIGH CAMPUS",340069,NC,READM-30-HF-HRRP,1020,,0.9711,18.0416,18.5784,182,07/01/2020,06/30/2023
"WAKEMED, RALEIGH CAMPUS",340069,NC,READM-30-COPD-HRRP,233,,1.0415,19.5130,18.7363,48,07/01/2020,06/30/2023
"WAKEMED, RALEIGH CAMPUS",340069,NC,READM-30-CABG-HRRP,200,,0.8551,8.5170,9.9603,12,07/01/2020,06/30/2023
"WAKEMED, RALEIGH CAMPUS",340069,NC,READM-30-AMI-HRRP,441,,0.9413,11.0669,11.7565,46,07/01/2020,06/30/2023
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,READM-30-PN-HRRP,269,,0.9680,14.9315,15.4251,38,07/01/2020,06/30/2023
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,READM-30-HIP-KNEE-HRRP,N/A,,1.0983,5.0278,4.5780,Too Few to Report,07/01/2020,06/30/2023
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,READM-30-HF-HRRP,376,,1.1027,22.0676,20.0116,90,07/01/2020,06/30/2023
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,READM-30-COPD-HRRP,123,,0.9519,17.0492,17.9114,18,07/01/2020,06/30/2023
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,READM-30-AMI-HRRP,114,,0.9806,13.9869,14.2640,15,07/01/2020,06/30/2023
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,READM-30-PN-HRRP,197,,0.9264,14.7733,15.9476,24,07/01/2020,06/30/2023
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,READM-30-HF-HRRP,182,,1.0953,21.1692,19.3277,45,07/01/2020,06/30/2023
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,READM-30-COPD-HRRP,101,,0.9678,17.8355,18.4280,16,07/01/2020,06/30/2023
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,READM-30-AMI-HRRP,N/A,,1.0442,14.6885,14.0673,Too Few to Report,07/01/2020,06/30/2023
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,READM-30-PN-HRRP,288,,1.1498,19.8630,17.2749,67,07/01/2020,06/30/2023
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,READM-30-HIP-KNEE-HRRP,N/A,,0.9650,4.6409,4.8094,Too Few to Report,07/01/2020,06/30/2023
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,READM-30-HF-HRRP,371,,1.0081,20.0622,19.9012,75,07/01/2020,06/30/2023
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,READM-30-COPD-HRRP,116,,0.9571,18.7172,19.5555,19,07/01/2020,06/30/2023
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,READM-30-AMI-HRRP,N/A,,1.0454,16.1327,15.4319,Too Few to Report,07/01/2020,06/30/2023
"BLUE RIDGE HEALTHCARE HOSPITALS, INC",340075,NC,READM-30-PN-HRRP,264,,0.9536,14.8399,15.5616,36,07/01/2020,06/30/2023
"BLUE RIDGE HEALTHCARE HOSPITALS, INC",340075,NC,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
"BLUE RIDGE HEALTHCARE HOSPITALS, INC",340075,NC,READM-30-HF-HRRP,161,,0.9958,20.0622,20.1474,32,07/01/2020,06/30/2023
"BLUE RIDGE HEALTHCARE HOSPITALS, INC",340075,NC,READM-30-COPD-HRRP,79,,0.9806,21.8746,22.3084,16,07/01/2020,06/30/2023
"BLUE RIDGE HEALTHCARE HOSPITALS, INC",340075,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
"BLUE RIDGE HEALTHCARE HOSPITALS, INC",340075,NC,READM-30-AMI-HRRP,N/A,,0.9986,12.6353,12.6526,Too Few to Report,07/01/2020,06/30/2023
ATRIUM HEALTH ANSON,340084,NC,READM-30-PN-HRRP,N/A,,1.0700,13.6098,12.7195,Too Few to Report,07/01/2020,06/30/2023
ATRIUM HEALTH ANSON,340084,NC,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ATRIUM HEALTH ANSON,340084,NC,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ATRIUM HEALTH ANSON,340084,NC,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ATRIUM HEALTH ANSON,340084,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ATRIUM HEALTH ANSON,340084,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,READM-30-PN-HRRP,114,,0.9360,13.4473,14.3663,11,07/01/2020,06/30/2023
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,READM-30-HF-HRRP,75,,1.0197,19.5106,19.1333,16,07/01/2020,06/30/2023
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,READM-30-COPD-HRRP,N/A,,1.0175,19.2691,18.9370,Too Few to Report,07/01/2020,06/30/2023
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE MCDOWELL HOSPITAL,340087,NC,READM-30-PN-HRRP,98,,0.9466,14.9451,15.7883,11,07/01/2020,06/30/2023
THE MCDOWELL HOSPITAL,340087,NC,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE MCDOWELL HOSPITAL,340087,NC,READM-30-HF-HRRP,89,,1.0056,18.6652,18.5615,17,07/01/2020,06/30/2023
THE MCDOWELL HOSPITAL,340087,NC,READM-30-COPD-HRRP,N/A,,1.0227,14.8093,14.4804,Too Few to Report,07/01/2020,06/30/2023
THE MCDOWELL HOSPITAL,340087,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE MCDOWELL HOSPITAL,340087,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
JOHNSTON HEALTH,340090,NC,READM-30-PN-HRRP,366,,0.9854,15.8454,16.0806,57,07/01/2020,06/30/2023
JOHNSTON HEALTH,340090,NC,READM-30-HIP-KNEE-HRRP,N/A,,1.0243,5.4214,5.2926,Too Few to Report,07/01/2020,06/30/2023
JOHNSTON HEALTH,340090,NC,READM-30-HF-HRRP,479,,1.1448,23.0115,20.1016,120,07/01/2020,06/30/2023
JOHNSTON HEALTH,340090,NC,READM-30-COPD-HRRP,176,,1.0954,21.6901,19.8016,44,07/01/2020,06/30/2023
JOHNSTON HEALTH,340090,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
JOHNSTON HEALTH,340090,NC,READM-30-AMI-HRRP,112,,1.0700,14.0763,13.1555,19,07/01/2020,06/30/2023
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,READM-30-PN-HRRP,729,,0.8705,14.0212,16.1073,93,07/01/2020,06/30/2023
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,READM-30-HIP-KNEE-HRRP,305,,1.0953,5.1903,4.7387,17,07/01/2020,06/30/2023
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,READM-30-HF-HRRP,908,,0.8754,17.2019,19.6496,147,07/01/2020,06/30/2023
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,READM-30-COPD-HRRP,248,,1.0301,20.2132,19.6227,52,07/01/2020,06/30/2023
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,READM-30-CABG-HRRP,N/A,,0.9628,10.1246,10.5154,Too Few to Report,07/01/2020,06/30/2023
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,READM-30-AMI-HRRP,364,,0.8813,11.7985,13.3880,37,07/01/2020,06/30/2023
LEXINGTON MEMORIAL HOSPITAL INC,340096,NC,READM-30-PN-HRRP,N/A,,0.9363,15.0231,16.0454,Too Few to Report,07/01/2020,06/30/2023
LEXINGTON MEMORIAL HOSPITAL INC,340096,NC,READM-30-HIP-KNEE-HRRP,N/A,,1.0297,4.4323,4.3043,Too Few to Report,07/01/2020,06/30/2023
LEXINGTON MEMORIAL HOSPITAL INC,340096,NC,READM-30-HF-HRRP,131,,1.0332,21.1277,20.4484,30,07/01/2020,06/30/2023
LEXINGTON MEMORIAL HOSPITAL INC,340096,NC,READM-30-COPD-HRRP,41,,1.0585,20.6061,19.4676,12,07/01/2020,06/30/2023
LEXINGTON MEMORIAL HOSPITAL INC,340096,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
LEXINGTON MEMORIAL HOSPITAL INC,340096,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,READM-30-PN-HRRP,180,,1.0447,15.6100,14.9419,31,07/01/2020,06/30/2023
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,READM-30-HIP-KNEE-HRRP,N/A,,1.0837,4.5330,4.1828,Too Few to Report,07/01/2020,06/30/2023
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,READM-30-HF-HRRP,94,,1.0086,19.5705,19.4035,19,07/01/2020,06/30/2023
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,READM-30-COPD-HRRP,N/A,,0.9925,16.1934,16.3159,Too Few to Report,07/01/2020,06/30/2023
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ATRIUM HEALTH PINEVILLE,340098,NC,READM-30-PN-HRRP,698,,1.0383,15.2565,14.6933,109,07/01/2020,06/30/2023
ATRIUM HEALTH PINEVILLE,340098,NC,READM-30-HIP-KNEE-HRRP,212,,1.2237,5.8408,4.7729,15,07/01/2020,06/30/2023
ATRIUM HEALTH PINEVILLE,340098,NC,READM-30-HF-HRRP,841,,0.9604,17.3323,18.0462,143,07/01/2020,06/30/2023
ATRIUM HEALTH PINEVILLE,340098,NC,READM-30-COPD-HRRP,212,,0.9271,15.3525,16.5597,28,07/01/2020,06/30/2023
ATRIUM HEALTH PINEVILLE,340098,NC,READM-30-CABG-HRRP,N/A,,0.8974,8.0227,8.9398,Too Few to Report,07/01/2020,06/30/2023
ATRIUM HEALTH PINEVILLE,340098,NC,READM-30-AMI-HRRP,285,,1.0552,11.7613,11.1461,36,07/01/2020,06/30/2023
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,READM-30-PN-HRRP,123,,1.0196,15.2155,14.9228,20,07/01/2020,06/30/2023
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,READM-30-HF-HRRP,193,,1.1512,22.2584,19.3354,53,07/01/2020,06/30/2023
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,READM-30-COPD-HRRP,N/A,,0.9827,18.3240,18.6469,Too Few to Report,07/01/2020,06/30/2023
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
VIDANT EDGECOMBE HOSPITAL,340107,NC,READM-30-PN-HRRP,94,,0.9742,15.7139,16.1308,13,07/01/2020,06/30/2023
VIDANT EDGECOMBE HOSPITAL,340107,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
VIDANT EDGECOMBE HOSPITAL,340107,NC,READM-30-HF-HRRP,155,,1.1351,21.2897,18.7554,42,07/01/2020,06/30/2023
VIDANT EDGECOMBE HOSPITAL,340107,NC,READM-30-COPD-HRRP,N/A,,0.9768,17.3708,17.7825,Too Few to Report,07/01/2020,06/30/2023
VIDANT EDGECOMBE HOSPITAL,340107,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
VIDANT EDGECOMBE HOSPITAL,340107,NC,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,READM-30-PN-HRRP,282,,0.9445,15.5533,16.4667,40,07/01/2020,06/30/2023
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,READM-30-HF-HRRP,399,,0.9716,20.3168,20.9113,79,07/01/2020,06/30/2023
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,READM-30-COPD-HRRP,108,,0.9559,18.3466,19.1928,17,07/01/2020,06/30/2023
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,READM-30-AMI-HRRP,N/A,,0.9810,13.2547,13.5113,Too Few to Report,07/01/2020,06/30/2023
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,READM-30-PN-HRRP,494,,0.9946,15.8634,15.9492,78,07/01/2020,06/30/2023
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,READM-30-HIP-KNEE-HRRP,212,,1.1156,5.4631,4.8971,13,07/01/2020,06/30/2023
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,READM-30-HF-HRRP,561,,1.0071,19.6975,19.5594,111,07/01/2020,06/30/2023
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,READM-30-COPD-HRRP,159,,0.9103,18.1646,19.9542,23,07/01/2020,06/30/2023
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,READM-30-CABG-HRRP,N/A,,0.9674,9.6899,10.0167,Too Few to Report,07/01/2020,06/30/2023
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,READM-30-AMI-HRRP,240,,0.9761,12.1407,12.4375,28,07/01/2020,06/30/2023
REX HOSPITAL,340114,NC,READM-30-PN-HRRP,535,,0.9289,14.1837,15.2697,71,07/01/2020,06/30/2023
REX HOSPITAL,340114,NC,READM-30-HIP-KNEE-HRRP,370,,0.9737,4.4160,4.5354,16,07/01/2020,06/30/2023
REX HOSPITAL,340114,NC,READM-30-HF-HRRP,1343,,0.9685,19.0801,19.7011,254,07/01/2020,06/30/2023
REX HOSPITAL,340114,NC,READM-30-COPD-HRRP,197,,0.9575,17.5993,18.3802,32,07/01/2020,06/30/2023
REX HOSPITAL,340114,NC,READM-30-CABG-HRRP,258,,0.9766,9.9890,10.2282,25,07/01/2020,06/30/2023
REX HOSPITAL,340114,NC,READM-30-AMI-HRRP,605,,0.9567,12.9101,13.4939,76,07/01/2020,06/30/2023
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,READM-30-PN-HRRP,961,,0.9636,14.9285,15.4918,141,07/01/2020,06/30/2023
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,READM-30-HIP-KNEE-HRRP,365,,1.0933,4.8927,4.4753,19,07/01/2020,06/30/2023
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,READM-30-HF-HRRP,983,,0.9436,18.0085,19.0854,173,07/01/2020,06/30/2023
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,READM-30-COPD-HRRP,320,,0.9405,16.7941,17.8559,50,07/01/2020,06/30/2023
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,READM-30-CABG-HRRP,123,,0.9554,10.1515,10.6257,11,07/01/2020,06/30/2023
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,READM-30-AMI-HRRP,363,,1.1056,14.3726,13.0004,57,07/01/2020,06/30/2023
FRYE REGIONAL MEDICAL CENTER,340116,NC,READM-30-PN-HRRP,363,,1.0139,15.4495,15.2380,57,07/01/2020,06/30/2023
FRYE REGIONAL MEDICAL CENTER,340116,NC,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
FRYE REGIONAL MEDICAL CENTER,340116,NC,READM-30-HF-HRRP,274,,0.9846,18.6418,18.9337,50,07/01/2020,06/30/2023
FRYE REGIONAL MEDICAL CENTER,340116,NC,READM-30-COPD-HRRP,111,,1.0066,15.8680,15.7641,18,07/01/2020,06/30/2023
FRYE REGIONAL MEDICAL CENTER,340116,NC,READM-30-CABG-HRRP,93,,1.0875,9.9840,9.1805,12,07/01/2020,06/30/2023
FRYE REGIONAL MEDICAL CENTER,340116,NC,READM-30-AMI-HRRP,199,,1.0682,13.4878,12.6269,30,07/01/2020,06/30/2023
STANLY REGIONAL MEDICAL CENTER,340119,NC,READM-30-PN-HRRP,240,,0.9746,15.2985,15.6977,35,07/01/2020,06/30/2023
STANLY REGIONAL MEDICAL CENTER,340119,NC,READM-30-HIP-KNEE-HRRP,N/A,,1.0660,4.4228,4.1491,Too Few to Report,07/01/2020,06/30/2023
